   INFO 2023-06-26 21:02:03 utils.py initialise_logging: Begin logging on 2023-06-26 at 21:02:03
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Program description: unsupervised_learning_addition_model_generator (notebook)
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Working directory: SSL_loopy_enc_dec_notebook_int1234_num1245_embed128_enc_2blocks_5loops_width512_dec_2blocks_1loops_width512_post3_width512_idem1_2023_06_26_v5
   INFO 2023-06-26 21:02:03 utils.py log_versions: ------------------------------------------------------+----------------------------------------------------------------------------------
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              PACKAGE  |  VERSION
   INFO 2023-06-26 21:02:03 utils.py log_versions: ------------------------------------------------------+----------------------------------------------------------------------------------
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                               Python  |  3.11.4 | packaged by conda-forge | (main, Jun 10 2023, 18:08:41) [Clang 15.0.7 ]
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              IPython  |  8.14.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 IPython.core.release  |  8.14.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                  PIL  |  9.5.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            PIL.Image  |  9.5.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                       PIL._deprecate  |  9.5.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                         PIL._version  |  9.5.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 _csv  |  1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              _ctypes  |  1.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              _curses  |  b'2.2'
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              decimal  |  1.70
   INFO 2023-06-26 21:02:03 utils.py log_versions:                               _pydev_bundle.fsnotify  |  0.1.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                 _pydevd_frame_eval.vendored.bytecode  |  0.13.0.dev
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              appnope  |  0.1.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             argparse  |  1.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           astunparse  |  1.6.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             backcall  |  0.2.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              certifi  |  2023.05.07
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 cffi  |  1.15.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   charset_normalizer  |  3.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                           charset_normalizer.version  |  3.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 comm  |  0.1.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                  csv  |  1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                               ctypes  |  1.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                      ctypes.macholib  |  1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                               cycler  |  0.10.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             dateutil  |  2.8.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              debugpy  |  1.6.7
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   debugpy.public_api  |  1.6.7
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              decimal  |  1.70
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            decorator  |  5.1.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           defusedxml  |  0.7.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            distutils  |  3.11.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            executing  |  1.2.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                    executing.version  |  1.2.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                          flatbuffers  |  23.5.26
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 flatbuffers._version  |  23.5.26
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                      google.protobuf  |  4.23.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 h5py  |  3.9.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                          http.server  |  0.6
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 idna  |  3.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                        idna.idnadata  |  15.0.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                    idna.package_data  |  3.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            ipaddress  |  1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            ipykernel  |  6.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   ipykernel._version  |  6.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 jedi  |  0.18.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 json  |  2.0.9
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                       jupyter_client  |  8.2.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                              jupyter_client._version  |  8.2.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                         jupyter_core  |  5.3.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 jupyter_core.version  |  5.3.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                keras  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                  keras.api._v2.keras  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                      keras.api.keras  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           kiwisolver  |  1.4.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                     kiwisolver._cext  |  1.4.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              logging  |  0.5.1.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           matplotlib  |  3.7.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                  matplotlib._version  |  3.7.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                numpy  |  1.23.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           numpy.core  |  1.23.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                         numpy.core._multiarray_umath  |  3.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            numpy.lib  |  1.23.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                           numpy.linalg._umath_linalg  |  0.1.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                        numpy.version  |  1.23.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           opt_einsum  |  v3.3.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            packaging  |  23.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                parso  |  0.8.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              pexpect  |  4.8.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                          pickleshare  |  0.7.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                 pkg_resources._vendor.more_itertools  |  9.0.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                      pkg_resources._vendor.packaging  |  23.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                   pkg_resources._vendor.platformdirs  |  2.6.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:           pkg_resources._vendor.platformdirs.version  |  2.6.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                 pkg_resources._vendor.more_itertools  |  9.0.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                      pkg_resources._vendor.packaging  |  23.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                   pkg_resources._vendor.platformdirs  |  2.6.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             platform  |  1.0.8
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                         platformdirs  |  3.6.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 platformdirs.version  |  3.6.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                       prompt_toolkit  |  3.0.38
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                               psutil  |  5.9.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           ptyprocess  |  0.7.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            pure_eval  |  0.2.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                    pure_eval.version  |  0.2.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                               pydevd  |  2.9.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             pygments  |  2.15.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            pyparsing  |  3.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                   re  |  2.2.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                             requests  |  2.31.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 requests.__version__  |  2.31.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 idna  |  3.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                        idna.idnadata  |  15.0.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                    idna.package_data  |  3.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              urllib3  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                     urllib3._version  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   urllib3.connection  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 urllib3.packages.six  |  1.16.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                      urllib3.util.ssl_match_hostname  |  3.5.0.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                       requests.utils  |  2.31.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                scipy  |  1.10.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 scipy._lib.decorator  |  4.0.5
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                  scipy.linalg._fblas  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                scipy.linalg._flapack  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                scipy.linalg._flinalg  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:            scipy.sparse.linalg._eigen.arpack._arpack  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:               scipy.sparse.linalg._isolve._iterative  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                               scipy.special._specfun  |  1.23.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           setuptools  |  67.7.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            distutils  |  3.11.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                    setuptools._vendor.more_itertools  |  8.8.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       setuptools._vendor.ordered_set  |  3.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                         setuptools._vendor.packaging  |  23.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                    setuptools._vendor.more_itertools  |  8.8.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       setuptools._vendor.ordered_set  |  3.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                         setuptools._vendor.packaging  |  23.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   setuptools.version  |  67.7.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                  six  |  1.16.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                         socketserver  |  0.4
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           stack_data  |  0.6.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   stack_data.version  |  0.6.2
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                          tensorboard  |  2.12.3
   INFO 2023-06-26 21:02:03 utils.py log_versions:                   tensorboard.compat.tensorflow_stub  |  stub
   INFO 2023-06-26 21:02:03 utils.py log_versions: tensorboard.compat.tensorflow_stub.pywrap_tensorflow  |  0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                           tensorflow  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                         tensorflow._api.v2.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:               tensorflow._api.v2.compat.v1.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:               tensorflow._api.v2.compat.v1.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                         tensorflow._api.v2.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:               tensorflow._api.v2.compat.v2.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:               tensorflow._api.v2.compat.v2.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 tensorflow.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       tensorflow.compat.v1.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       tensorflow.compat.v1.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 tensorflow.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       tensorflow.compat.v2.compat.v1  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                       tensorflow.compat.v2.compat.v2  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                     tensorflow.keras  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:           tensorflow.python.client.pywrap_tf_session  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                 tensorflow.python.framework.versions  |  2.12.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                              tensorflow.python.keras  |  2.6.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            traitlets  |  5.9.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   traitlets._version  |  5.9.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                       urllib.request  |  3.11
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              urllib3  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                     urllib3._version  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                   urllib3.connection  |  1.26.16
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                 urllib3.packages.six  |  1.16.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                      urllib3.util.ssl_match_hostname  |  3.5.0.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                              wcwidth  |  0.2.6
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                wrapt  |  1.14.1
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                        xmlrpc.client  |  3.11
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                 zlib  |  1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                                  zmq  |  25.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                            zmq.sugar  |  25.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions:                                    zmq.sugar.version  |  25.1.0
   INFO 2023-06-26 21:02:03 utils.py log_versions: ------------------------------------------------------+----------------------------------------------------------------------------------
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > base_seed: -1
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > working_dir: SSL_loopy_enc_dec_notebook_[global>problem_tag]_embed[model>ndim_embedding]_enc_[model>encoder>num_blocks]blocks_[model>encoder>num_loops]loops_width[model>encoder>ndim_ff_hidden]_dec_[model>decoder>num_blocks]blocks_[model>decoder>num_loops]loops_width[model>decoder>ndim_ff_hidden]_post[model>post_decoder>num_layers]_width[model>post_decoder>ndim]_idem[model>idempotent_size]_[date]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > problem_tag: int1234_num1245
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > model_tag: baseline
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > log_lvl_iostream: 20
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value global > log_lvl_fstream: 10
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > int_lengths: [1, 2, 3, 4]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > num_ints: [1, 2, 4, 5]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > batch_size: 32
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > num_batches: 2000
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > gen_base_seed: 101
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > train_data > gen_reproducible: False
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > int_lengths: [1, 2, 3, 4]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > num_ints: [3]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > batch_size: 32
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > num_batches: 50
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > gen_base_seed: 102
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > val_data > gen_reproducible: True
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > int_lengths: [1, 2, 3, 4]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > num_ints: [6]
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > batch_size: 32
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > num_batches: 100
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > gen_base_seed: 103
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > test_data > gen_reproducible: True
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > characters: ['M', 'B', 'E', 'N', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '+', '-']
   INFO 2023-06-26 21:02:03 utils.py initialise_program: Registered config value data > mask_char: M
